年度,事件名稱,災害類型,縣市,鄉鎮,村里,災害地點,速報連結,災害時間,審查會議日期
96,0604豪雨,洪水,桃園市,復興區,高義里,台七線北橫公路約41k+800處蘇樂橋,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-桃園復興-001.pdf,20070608,NULL
96,0604豪雨,洪水,苗栗縣,通霄鎮,福源里,福源橋旁,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-苗栗通霄-001.pdf,20070608,NULL
96,0604豪雨,洪水,苗栗縣,泰安鄉,象鼻村,麻必浩溪與大安溪交匯處,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-苗栗泰安-003.pdf,20070608,NULL
96,0604豪雨,洪水,苗栗縣,泰安鄉,象鼻村,大安一橋,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-苗栗泰安-002.pdf,20070608,NULL
96,0604豪雨,洪水,苗栗縣,泰安鄉,梅園村,司馬限林道14k處,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-苗栗泰安-001.pdf,20070608,NULL
96,0604豪雨,沖蝕,南投縣,國姓鄉,南港村,九份二山龍南道路,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-南投國姓-003.pdf,20070607,NULL
96,0604豪雨,地滑,南投縣,水里鄉,車埕村,投131線29k+50~110處,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-南投水里-001.pdf,20070607,NULL
96,0604豪雨,洪水,南投縣,仁愛鄉,互助村,投80線約4.5K過眉原橋，左轉走中原橋進西寶農路約2.5K處，即為崩塌地。,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-南投仁愛-003.pdf,20070604,NULL
96,0604豪雨,沖蝕,南投縣,仁愛鄉,互助村,清流橋,https://246.swcb.gov.tw/AllFiles/PDF/960604豪雨-南投仁愛-002.pdf,20070604,NULL
96,其他,沖蝕,雲林縣,林內鄉,坪頂村,台3線與雲61線交會口往坪頂村方向約3 km處,https://246.swcb.gov.tw/AllFiles/PDF/96年其他-雲林林內-001.pdf,20070522,NULL
95,0609豪雨,土石流,南投縣,水里鄉,上安村,安山三號橋、上安橋,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-南投水里-001.pdf,20060610,NULL
95,0609豪雨,沖蝕,苗栗縣,卓蘭鎮,上新里,食水坑休閒農業區,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-苗栗卓蘭-001.pdf,20060610,NULL
95,0609豪雨,沖蝕,苗栗縣,苗栗市,新英里,台鐵台中線k145處,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-苗栗苗栗-001.pdf,20060610,NULL
95,0609豪雨,土石流,高雄市,六龜區,大津里,津鳳宮,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-高雄六龜-002.pdf,20060610,NULL
95,0609豪雨,沖蝕,雲林縣,林內鄉,坪頂村,台3線與雲61線交會口往坪頂村方向約3 km處,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-雲林林內-001.pdf,20060609,NULL
95,0609豪雨,土石流,高雄市,六龜區,大津里,大津靈修營地,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-高雄六龜-001.pdf,20060609,NULL
95,0609豪雨,沖蝕,南投縣,信義鄉,人和村,人和國小,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-南投信義-001.pdf,20060609,NULL
95,0609豪雨,沖蝕,南投縣,仁愛鄉,大同村,台電萬大電廠第二號辦公室,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-南投仁愛-001.pdf,20060609,NULL
95,0609豪雨,沖蝕,南投縣,仁愛鄉,翠華村,力行產業道路42k+700處,https://246.swcb.gov.tw/AllFiles/PDF/950609豪雨-南投仁愛-002.pdf,20060609,NULL
