年度,事件名稱,災害類型,縣市,鄉鎮,村里,災害地點,速報連結,災害時間,審查會議日期
99,990924豪雨,"沖蝕,崩塌",新北市,金山區,重和里,綠峰山莊後方山坡(台2甲線7.5K處),https://246.swcb.gov.tw/AllFiles/PDF/99年0924豪雨-台北金山-001-(最).pdf,20100924,2010-11-30 00:00:00
99,凡那比颱風,"土石流,沖蝕,洪水",屏東縣,來義鄉,來義村,東部落、西部落(來義一號橋),https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-屏東來義-001-_最_.pdf,20100919,2010-11-30 00:00:00
99,凡那比颱風,"土石流,洪水",屏東縣,來義鄉,義林村,義林活動中心、屏110線聯外道路。,https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-屏東來義-002-(最).pdf,20100919,2010-11-30 00:00:00
99,凡那比颱風,"洪水,崩塌",屏東縣,來義鄉,南和村,南和社區活動中心,https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-屏東來義-003-(最).pdf,20100919,2010-11-30 00:00:00
99,凡那比颱風,"沖蝕,洪水",高雄市,六龜區,荖濃里,頂濃橋(台20線75.2K),https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-高雄六龜-005-(最).pdf,20100919,2010-11-30 00:00:00
99,凡那比颱風,土石流,高雄市,六龜區,大津里,津鳳宮(台27線22.5k),https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-高雄六龜-001-(最).pdf,20100919,2010-11-30 00:00:00
99,凡那比颱風,"土石流,洪水",高雄市,六龜區,文武里,六龜高中(台27甲線2k處),https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-高雄六龜-004-(最).pdf,20100919,2010-11-30 00:00:00
99,凡那比颱風,"土石流,洪水",高雄市,六龜區,大津里,大津社區活動中心北側野溪(台27線23.7k),https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-高雄六龜-003-(最).pdf,20100919,2010-11-30 00:00:00
99,凡那比颱風,土石流,高雄市,六龜區,大津里,六津橋(台27線20k處),https://246.swcb.gov.tw/AllFiles/PDF/99年凡那比颱風-高雄六龜-002-(最).pdf,20100919,2010-11-30 00:00:00
99,萊羅克颱風,"沖蝕,崩塌",臺東縣,大武鄉,大竹村,愛國蒲部落(台9線423.5K轉入愛國蒲產業道路約2公里),https://246.swcb.gov.tw/AllFiles/PDF/99年萊羅克颱風-台東大武-001-(最).pdf,20100901,2010-11-30 00:00:00
99,其他,地滑,基隆市,七堵區,瑪東里,國道三號3.1k(大埔跨越橋),https://246.swcb.gov.tw/AllFiles/PDF/99年其他-基隆-001-(最).pdf,20100425,2010-11-30 00:00:00
98,芭瑪颱風,"沖蝕,洪水",宜蘭縣,大同鄉,寒溪村,寒溪大橋(約位於宜33線道路4.2K處),https://246.swcb.gov.tw/AllFiles/PDF/98年芭瑪颱風-宜蘭大同-001.pdf,20091006,2010-04-07 00:00:00
98,芭瑪颱風,"土石流,沖蝕",宜蘭縣,三星鄉,天山村,天山農場(台7丙線轉下湖路),https://246.swcb.gov.tw/AllFiles/PDF/98年芭瑪颱風-宜蘭三星-001.pdf,20091005,2010-04-07 00:00:00
98,莫拉克颱風,土石流,南投縣,水里鄉,玉峰村,大坑橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投水里-003.pdf,20090818,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,草嶺村,公田聚落(草嶺往921地震觀景台500公尺，公田14號電桿旁溪流處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-003.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,"沖蝕,洪水",雲林縣,古坑鄉,草嶺村,青山坪農場,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-009.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,樟湖村,過寮部落(縣道149線21k，樟湖段141號電線桿處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-007.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,樟湖村,樟湖國小(樟湖28-1號民宅旁),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-006.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,土石流,嘉義縣,阿里山鄉,來吉村,來吉大橋、來吉五鄰大橋(縣道149甲49K處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-005.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,樟湖村,石橋部落(縣道149線23K),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-011.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,地滑,臺東縣,大武鄉,大竹村,大竹本部落(位於台9線425km大竹安檢所旁),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台東大武-004.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,樟湖村,後棟仔部落石橋52號民宅,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-005.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,臺南市,東山區,南勢里,南勢村41-27號民宅(曾文三號橋旁野溪),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台南東山-003.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,土石流,南投縣,信義鄉,望美村,8鄰檜木巷63 號,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-003.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,梅山鄉,瑞里村,瑞里村8鄰7號民宅,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-009.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,梅山鄉,瑞里村,瑞里村1鄰2號及3號民宅,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-011.pdf,20090809,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,高雄市,茂林區,萬山里,萬山村(約位於高132線6.6k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄茂林-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,土石流,臺東縣,太麻里鄉,金崙村,賓茂國小,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台東太麻里-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,土石流,臺東縣,大武鄉,大竹村,富山部落(約位於台9線426.5k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台東大武-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,高雄市,六龜區,新發里,新發村14鄰後方邊坡,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-010.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,六龜區,新發里,新發村6鄰,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-009.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,高雄市,六龜區,寶來里,寶來村17鄰竹林地區(瓏美山莊),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-008.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,高雄市,六龜區,興龍里,妙崇寺(位於台27線7.5k舊潭2號橋南端右轉進入約200公尺處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-005.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,屏東縣,來義鄉,丹林村,來義大橋下游左岸、丹林村6鄰聚落,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東來義-004.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,洪水",屏東縣,來義鄉,丹林村,來義大橋上游右岸、丹林村5鄰聚落,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東來義-003.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,土石流,嘉義縣,阿里山鄉,來吉村,來吉國小,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,番路鄉,公田村,公田村(台18線西向右轉進入嘉130-1線約1.5公里處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義番路-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,杉林區,集來里,台21線249K處之火山橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄杉林-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,洪水",高雄市,甲仙區,東安里,三山國王廟,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-005.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,土石流,嘉義縣,中埔鄉,中崙村,台3線中崙四號橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義中埔-002.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,中埔鄉,東興村,嘉141線邊坡道路,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義中埔-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,土石流,嘉義縣,阿里山鄉,來吉村,內來吉-來吉橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-004.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,洪水",嘉義縣,阿里山鄉,里佳村,169線道路終點銜接里佳村聚落道路約400公尺處及里佳大橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-003.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,洪水",高雄市,甲仙區,小林里,小林國小(台21線224k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,高雄市,那瑪夏區,南沙魯里,錫安山,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄那瑪夏-004.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,沖蝕",高雄市,那瑪夏區,南沙魯里,三景宮(主要受災地點為鞍山巷地區南側，那托爾薩溪北岸),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄那瑪夏-003.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,洪水,臺中市,和平區,達觀里,雪山坑橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台中和平-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,南投縣,國姓鄉,南港村,長安橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投國姓-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,洪水,南投縣,水里鄉,新山村,壽山橋(約位於台21線80K附近),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投水里-002.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,南投縣,水里鄉,玉峰村,投131線轉入竹湖橋約3km,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投水里-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,洪水,南投縣,仁愛鄉,南豐村,楓林路食菜坑溪便橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投仁愛-002.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,梅山鄉,太和村,太和村公田部落,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,草嶺村,草嶺中坪商店街,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-002.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,華山村,猴洞橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,洪水",南投縣,信義鄉,同富村,台21線105k,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-002.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,洪水,南投縣,信義鄉,神木村,隆華國小(台21線105k),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,南投縣,鹿谷鄉,和雅村,深坑林道,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投鹿谷-001.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,梅山鄉,瑞峰村,竹坑民宿(位於162甲線約30K),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-003.pdf,20090809,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,地滑",嘉義縣,梅山鄉,太和村,振興宮,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-005.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,地滑,嘉義縣,梅山鄉,太和村,太和村油車寮7鄰,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-004.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,梅山鄉,瑞里村,青葉山莊(約位於嘉122線31.5k),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,洪水,南投縣,仁愛鄉,南豐村,南豐橋(受災地點為過南豐橋後，沿夢谷農路上行約800公尺處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投仁愛-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,臺南市,南化區,玉山里,青山宮,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台南南化-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,那瑪夏區,瑪雅里,三民國中,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄那瑪夏-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,那瑪夏區,瑪雅里,台21線月兒橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄那瑪夏-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,阿里山鄉,樂野村,包含台18線巃頭隧道口、樂山產業道路及野溪下游位置等三處,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義阿里山-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,甲仙區,東安里,高130線3.7k處油礦四號橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-004.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,高雄市,甲仙區,西安里,樂群巷8-22號,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-003.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,沖蝕",高雄市,甲仙區,西安里,玉凌宮,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,洪水",高雄市,甲仙區,大田里,高129線約1.1k處(仙橋),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-006.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,沖蝕,洪水",屏東縣,來義鄉,來義村,屏110線16.6k處來社橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東來義-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,洪水",屏東縣,來義鄉,義林村,義林大橋及義林村7號旁,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東來義-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,地滑",屏東縣,泰武鄉,泰武村,泰武國小,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東泰武-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,洪水",屏東縣,霧臺鄉,好茶村,好茶村好茶教會,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東霧台-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,地滑",屏東縣,霧臺鄉,吉露村,台24線46k處吉露村部落,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東霧台-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,洪水",屏東縣,三地門鄉,大社村,大社聚落(約位於屏31線0K處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東三地門-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,屏東縣,三地門鄉,口社村,口社村(位於185線約15.5k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東三地門-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,洪水",高雄市,六龜區,中興里,台27線13.0K處,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-004.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,沖蝕",高雄市,六龜區,新發里,荖濃溪溫泉會館(高133線約7.2k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-003.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,沖蝕",高雄市,六龜區,新發里,青山溫泉渡假村(高133線約4.5k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,六龜區,大津里,津鳳宮,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,洪水,高雄市,杉林區,木梓里,高129線約3.2k處(奇潭橋),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄杉林-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,洪水",高雄市,六龜區,興龍里,舊潭橋(台27線7.5k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-007.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,沖蝕,臺東縣,大武鄉,大竹村,愛國蒲教堂,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台東大武-003.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,臺東縣,大武鄉,大鳥村,位於台9線420.5K旁坡地且鄰近大鳥國小,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台東大武-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,洪水,臺東縣,金峰鄉,嘉蘭村,東64線5K處,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台東金峰-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"沖蝕,地滑",屏東縣,牡丹鄉,石門村,中間路聚落(199線中間路橋),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東牡丹-002.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,地滑,屏東縣,牡丹鄉,高士村,村辦公室後方邊坡之5鄰及6鄰聚落,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東牡丹-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,屏東縣,來義鄉,義林村,大後社區,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東來義-005.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,高雄市,桃源區,建山里,建山二橋(位於台20線78.4k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄桃源-001.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,沖蝕",高雄市,六龜區,新發里,上新開六龜大佛,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-013.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,"土石流,沖蝕",高雄市,六龜區,寶來里,建山一橋(位於台20線76.5k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-012.pdf,20090808,2010-04-07 00:00:00
98,莫拉克颱風,土石流,嘉義縣,梅山鄉,瑞里村,瑞里村6鄰、7鄰,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-012.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,"沖蝕,地滑",嘉義縣,梅山鄉,瑞里村,梅山鄉瑞里村(8 鄰 6 號),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-010.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,地滑,嘉義縣,梅山鄉,瑞里村,8鄰12號、14號、16號,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-008.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,嘉義縣,梅山鄉,瑞里村,瑞里大飯店(8鄰24號、25號),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-嘉義梅山-007.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,高雄市,甲仙區,小林里,第六號橋(台21線約174K處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-012.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,高雄市,甲仙區,東安里,咖啡巷(台20線55K+400處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-011.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,洪水,高雄市,甲仙區,關山里,關西巷,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-010.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,"土石流,洪水",高雄市,甲仙區,關山里,三聖宮、震威宮,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-009.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,"沖蝕,洪水",高雄市,甲仙區,小林里,顯聖壇,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-007.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,南投縣,信義鄉,神木村,神木村12鄰(舊愛玉橋),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-008.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,南投縣,信義鄉,神木村,神木村11鄰受損農舍,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-007.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,南投縣,信義鄉,神木村,神木大橋,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-006.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,南投縣,信義鄉,神木村,隆華高枝18號電桿,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-005.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,南投縣,信義鄉,神木村,神木村1鄰,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-南投信義-004.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,高雄市,六龜區,六龜里,彩蝶橋(高131線六龜段95號電線桿旁便道),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-016.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,洪水,臺南市,東山區,南勢里,20鄰41-18、19號(五叉溝往東山段24號電線桿處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台南東山-002.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,臺南市,東山區,南勢里,20鄰41 -16、17號(五叉溝五叉高分64號電桿),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-台南東山-001.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,高雄市,六龜區,興龍里,覺元寺(自六龜大橋往台27線方向，於台27線上左轉龍興國小，繼續往前1.5公里),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄六龜-015.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,雲林縣,古坑鄉,樟湖村,石橋山莊(縣道149線23k),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-雲林古坑-004.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,土石流,高雄市,桃源區,拉芙蘭里,樟山國小,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄桃源-007.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,高雄市,桃源區,梅山里,梅山派出所,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄桃源-002.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,"沖蝕,洪水",高雄市,甲仙區,小林里,錦地巷1鄰3號民宅(台21線229.5k處右轉約250m處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄甲仙-008.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,"洪水,地滑",屏東縣,滿州鄉,長樂村,八瑤教會(縣道200線24k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東滿洲-001.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,"洪水,地滑",屏東縣,瑪家鄉,瑪家村,瑪家聚落(位於屏35縣道11K處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東瑪家-001.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,沖蝕,屏東縣,三地門鄉,德文村,德文派出所(屏31線約7.0k處),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-屏東三地門-003.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,地滑,高雄市,桃源區,寶山里,森濤派出所,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄桃源-006.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,地滑,高雄市,桃源區,寶山里,寶山國小二集團分校,https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄桃源-004.pdf,20090808,2010-07-26 00:00:00
98,莫拉克颱風,地滑,高雄市,桃源區,寶山里,寶山國小(位於藤枝林道上),https://246.swcb.gov.tw/AllFiles/PDF/98年莫拉克颱風-高雄桃源-003.pdf,20090808,2010-07-26 00:00:00
